1,1,16709
2,1,4288
3,1,23322
4,1,28967
5,1,34865
6,1,27523
7,1,35349
8,1,22768
9,1,30837
10,1,36637
11,1,5771
12,2,8412
13,2,13243
14,2,25814
15,2,3656
16,2,25509
17,2,5522
18,3,33420
19,3,32191
20,3,12797
21,3,19472
22,3,34180
23,3,16555
24,3,21866
25,3,32807
26,3,4096
27,4,9562
28,4,15875
29,4,15020
30,4,6653
31,4,7199
32,4,22038
33,4,11033
34,4,914
35,4,34081
36,5,15494
37,5,18323
38,5,17628
39,5,100
40,5,20221
41,5,13996
42,5,19430
43,5,13913
44,5,16541
45,5,29834
46,5,12755
47,5,13895
48,6,10020
49,6,36022
50,6,22812
51,6,30492
52,6,4149
53,6,22927
54,6,3647
55,6,30752
56,6,36869
57,6,32674
58,7,1774
59,7,640
60,7,33293
61,7,642
62,7,21054
63,7,15424
64,7,3355
65,7,33266
66,8,30025
67,8,15956
68,8,18021
69,8,6901
70,8,34312
71,9,8865
72,9,3426
73,9,23906
74,9,2872
75,9,27434
76,9,36031
77,9,11960
78,9,2976
79,9,27697
80,10,27705
81,10,267
82,10,13518
83,10,2492
84,10,27666
85,10,35266
86,10,1771
87,10,31447
88,11,33687
89,11,23950
90,11,9235
91,11,17296
92,11,4541
93,11,4908
94,11,24737
95,12,28863
96,12,20842
97,12,23302
98,12,2231
99,12,6912
100,12,36755
101,12,9431
102,12,22262
103,12,10417
104,12,35385
105,12,34153
106,12,18940
107,14,3160
108,15,25705
109,15,17680
110,15,23688
111,15,2401
112,15,16457
113,15,10004
114,15,12234
115,16,29663
116,16,7935
117,16,17865
118,16,17929
119,16,10443
120,16,24973
121,16,18999
122,16,6964
123,16,13342
124,16,10677
125,16,17373
126,16,19474
127,16,410
128,17,30948
129,17,30956
130,17,12304
131,17,12386
132,17,29794
133,17,13333
134,17,21043
135,17,36284
136,17,11608
137,17,169
138,18,2034
139,18,16231
140,18,16245
141,18,25555
142,18,21581
143,18,33727
144,18,14048
145,19,27589
146,19,24133
147,19,431
148,19,34780
149,19,14785
150,19,30411
151,19,24368
152,19,34650
153,20,19530
154,20,13323
155,20,26418
156,21,11415
157,21,36558
158,21,31429
159,21,23966
160,21,5869
161,21,3860
162,21,29694
163,21,31192
164,22,30037
165,22,4254
166,22,35253
167,22,10217
168,22,6100
169,22,11383
170,22,18842
171,22,32512
172,23,429
173,23,30973
174,23,21008
175,23,32609
176,23,27581
177,23,18963
178,23,13524
179,23,24106
180,24,32072
181,24,27212
182,24,13519
183,24,32548
184,24,32625
185,24,11281
186,25,5118
187,25,9850
188,25,4507
189,25,26280
190,25,20494
191,25,314
192,25,22198
193,25,11101
194,25,33075
195,25,12948
196,25,30419
197,25,17822
198,28,36200
199,28,26108
200,29,12760
201,29,11448
202,30,18165
203,30,27904
204,30,13452
205,30,11452
206,30,30506
207,30,17127
208,30,27944
209,32,433
210,32,34843
211,32,28212
212,32,3936
213,32,8427
214,32,28122
215,32,8691
216,32,30355
217,33,433
218,33,22532
219,33,30355
220,33,35377
221,33,6871
222,33,13750
223,33,30310
224,33,16682
225,34,24847
226,34,17680
227,34,16014
228,34,17968
229,34,1455
230,34,14114
231,34,18410
232,34,36287
233,34,28090
234,34,2646
235,34,26738
236,34,26244
237,35,14139
238,35,30275
239,35,4612
240,35,7764
241,35,27071
242,35,14141
243,35,26226
244,35,5627
245,37,10810
246,37,7191
247,37,25587
248,37,19827
249,37,35356
250,37,1122
251,37,1471
252,37,28027
253,38,21080
254,38,25587
255,38,7191
256,38,10810
257,38,21589
258,38,1122
259,38,35356
260,38,19827
261,38,31591
262,38,23446
263,39,6718
264,39,31243
265,39,24894
266,39,33594
267,40,10251
268,40,30698
269,40,33475
270,40,22152
271,40,21759
272,40,1330
273,40,26585
274,40,21997
275,40,7015
276,41,10024
277,41,3601
278,41,9866
279,41,24156
280,41,9556
281,41,33328
282,41,32878
283,41,9094
284,41,10228
285,41,8462
286,42,17196
287,42,36807
288,42,9717
289,42,33724
290,42,2559
291,42,30227
292,42,36889
293,42,17194
294,42,32895
295,42,3108
296,43,3648
297,43,3589
298,43,3651
299,43,5156
300,43,5209
301,43,5211
302,43,9950
303,43,10205
304,43,10223
305,43,11770
306,43,12213
307,43,12215
308,43,12341
309,43,36891
310,43,22929
311,44,4231
312,44,31101
313,44,25737
314,44,26590
315,44,35799
316,44,13401
317,44,18041
318,44,4520
319,44,392
320,44,25733
321,44,30724
322,44,261
323,44,29947
324,44,26249
325,44,12017
326,45,6008
327,45,22075
328,45,16342
329,45,32027
330,45,10892
331,45,26692
332,45,1754
333,45,5588
334,45,25164
335,45,26192
336,45,35995
337,46,1413
338,46,22816
339,46,24203
340,46,30852
341,46,36876
342,46,36884
343,46,33227
344,46,24334
345,46,30855
346,46,3600
347,47,19855
348,47,17159
349,47,27514
350,47,27131
351,47,33483
352,47,17325
353,47,1294
354,47,347
355,47,30626
356,48,4401
357,48,11927
358,48,19920
359,48,32181
360,48,33857
361,48,22789
362,48,33672
363,48,26717
364,49,3616
365,49,416
366,49,28451
367,49,22887
368,49,10518
369,49,34541
370,49,33612
371,49,24100
372,49,5752
373,49,23422
374,50,10944
375,50,6821
376,50,21679
377,50,22287
378,50,29369
379,50,25666
380,51,32425
381,51,5324
382,51,6898
383,51,15788
384,51,565
385,51,23819
386,51,24640
387,51,23968
388,51,25717
389,52,8895
390,52,24384
391,52,6306
392,52,6298
393,52,18551
394,52,12377
395,54,36562
396,54,30000
397,54,1462
398,55,7516
399,55,17566
400,55,1267
401,55,8185
402,55,6795
403,55,953
404,55,5062
405,55,28323
406,55,21358
407,55,21385
408,56,13646
409,56,14078
410,56,25859
411,56,13887
412,56,4681
413,56,20114
414,56,32215
415,58,2445
416,58,3056
417,58,2005
418,58,10805
419,58,2954
420,58,18625
421,59,7621
422,59,22841
423,59,17495
424,59,11907
425,60,34740
426,60,30072
427,60,31452
428,60,11256
429,60,27122
430,60,8590
431,61,29896
432,61,14510
433,61,21813
434,61,19167
435,61,17679
436,61,5658
437,61,6951
438,61,23433
439,61,14705
440,62,31798
441,62,24397
442,62,33036
443,62,31792
444,62,35815
445,62,13226
446,63,25886
447,63,4921
448,63,30256
449,63,15460
450,63,12746
451,63,24859
